Business Development Associate,"Delhi, Delhi",Squad,"About Squad
Humans + AI = Future of Work
SquadVoice (http://squadvoice.co/?no_redirect): Traditional relationship-driven high-ticket consumer sales (like real estate) has zero intelligence and lacks sales acceleration tech. As a result, conversions are poor. We fix exactly that and enable teams to close 2-4x more deals in the same spend.
SquadVoice bridges the gap between marketing and sales by driving more qualified leads to sales-reps, increases ‘active pipeline', making reps more productive and accountable, thereby driving a 2-4x increase in deals. We're improving our funnel with every transaction that's going through the system as we're sitting on top of CRM data which no one's using.
After scaling this product in India, we launched SquadVoice in the US (https://www.squadvoice.co/?no_redirect), targeting the Real Estate industry, and are looking to scale this further. Here's the latest deck. (https://drive.google.com/file/d/1V-WesMyGc7Ekr8AdrA7Ma7JTqZpylOGT/view)
It's an exciting time at Squad. 6 months into our launch in the US Real Estate market, we are really blowing up (growing 50%+ MoM)! As we venture into our next phase of growth, we are looking for passionate individuals to be a part of our journey and co-build Squad with us.
We're looking for entrepreneurial people with the right mix of hunger, experience, and cultural fit to help us realize our vision of ‘re-imagining how work gets done'.
Roles and Responsibilities
Create target prospects lists and penetrate key accounts.
Follow-up with leads generated by the marketing team and identify qualified opportunities providing appropriate levels of information at the right time for interested prospects (through emails and texting).
Be responsible for educating and developing prospects leading to hand-off to sales teams.
Set appointments for the sales team when a lead reaches a qualified stage.
Identify key players, research and curate pre-meeting notes for the sales team.
Collaborate with sales and marketing team members on strategic sales approach.
Requirements:
Education: Graduate in any domain (drop-outs are cool as well!)
Experience: 1-2 years of work experience in a similar role
Good business email writing skills.
Excellent communication, interpersonal, and organizational skills.
Traits: Motivated, Social, Energetic, Humble, Patient, and Hard-working having great attention to detail. Most important - willing to go that extra mile to get the work done.
Ability to work independently as well as part of a team in a fast-paced environment.
Logistics
Compensation: Rs. 4.2 - 4.8 LPA [Fixed + Variable]
Joining Date: ASAP
Location: Candidate must be based in Delhi-NCR (not a work from home position)
Why should you consider us seriously?
We believe that longer-term, people >> product & profits and prioritize culture over everything else. Check out http://bit.ly/culture-deck-squad. See Glassdoor reviews. (https://www.glassdoor.co.in/Reviews/Squad-Reviews-E1047049.htm)
We have an audacious vision of reimagining how work gets done! (https://twitter.com/shamiksharma/status/867671449871433729) We're one of the few applications of AI/ Machine Learning that actually has a massive market and business model to create a long term valuable business rather than a short-term acquisition play!
We have plans to grow 10x in the next 1.5 years.
We are a well-balanced team of experienced entrepreneurs and are backed by top investors across India and the Silicon Valley (Blume Ventures, Abstract Ventures, Emergent Ventures; Senior execs at Google, Square, Genpact & Flipkart; Co-founders of Infosys, Snapdeal, Slideshare, Zomato, etc)
Our platform empowers stay at home mothers and grey collared workers as a stable source of income across India and US. For us, this is truly impactful. Every day, we see success stories such as - how a single mother is sustaining herself (https://www.youtube.com/watch?v=EY4UzAuBpdg). Empowering our contractors to be financially independent (https://www.youtube.com/watch?v=F2ormM5UF08) is a strong part of our vision!
Other benefits
All meals are on the house :)
Unlimited vacation policy, which means you are not entitled to a specific number of leaves per year. You can take time off from work according to what suits you the best. Needless to say, the system works on trust and we expect you to make fair decisions based on the team's needs.
You can read more about our values and culture : https://www.squadplatform.com/careers/
This is just the beginning and we're here to change the world. :)"
Name,Location,Company,Description
IT Analytics C# Developer,"Delhi, Delhi",Triaksha Automation Technologies Pvt. Ltd.,"Job SummaryTo undertake a role within the IT Analytics team, in a specific area of IT development, responsible for the full Software Development and Life-Cycle of Line-of-Business Applications to enhance IT solutions to optimize and deliver statistical and financial models.The successful candidate will be a committed and articulate individual, required to communicate and collaborate effectively with other BI and Asset Management team members and build effective relationships within relevant areas of IT and the Asset management team.Responsibilities and DutiesDelivery of high-performance software solutions and integrations with a variety of technologies and environments using leading-edge technologiesAnalysis of business requirements and delivery of solutions within expected project timescaleWork on complex computational and data related problemsBuilding machine learning financial modelsDeveloping software solutions which adhere to in-house architectural principles and procedures for change, testing, and release of new and existing softwareProvide Production/BAU support for deployed softwareKey SkillsStrong C# / .NET Framework Programming skills  * Knowledge of design patterns, experience in designing software components  * Experience in building High Performance solutions  * Experience in Web API development and Microservices architecture  * Front-end Web Development using ASP.NET MVC, HTML5, CSS, JavaScript, AJAX, jQueryJob Type: Full-timeSalary: ₹1,500,000.00 /yearExperience:mvc: 4 years (Preferred)C#: 5 years (Preferred)HTML: 1 year (Preferred)Education:Secondary(10th Pass) (Preferred)"
Name,Location,Company,Description
Machine Learning Engineer,"Delhi, Delhi",Cars24,"We are looking for a Machine Learning (ML) Engineer to help us create artificial intelligence products like product recommendation, computer vision and NLP.If you also have knowledge of data science software engineering, statistics and want to build interesting applications from scratch we would like to meet you.

Responsibilities:
Study and transform data science prototypes.
Design machine learning systems.
Research and implement appropriate ML algorithms.
Develop machine learning applications after thorough research.
Select appropriate datasets and data representation methods.
Run machine learning tests and experiments.
Perform statistical analysis and fine-tuning using test results.
Train and retrain systems when necessary.
Work with devops team to create machine learning pipelines.
Extend existing ML libraries and frameworks.
Keep abreast of developments in the field.

Requirements:
Proven experience as a Machine Learning Engineer or similar role.
Strong programming skills, ideally with Java or Python.
Experience working with Machine Learning Libraries like Keras, Tensor Flow, DL4J.
Experience with large-scale analytics paradigms (Map Reduce, Spark, NoSQL, etc).
Understanding of data structures, data modeling and software architecture.
Deep knowledge of math, probability, statistics and algorithms.
Excellent communication skills.
Ability to work in a team.
Experience with Sage Maker or similar system is a plus.
BE in Computer Science, Mathematics or similar field from a Tier-1 college/University; Master's degree is a plus."
Name,Location,Company,Description
Machine Learning Internship,"Delhi, Delhi",RedCarpetUp,"About the company:
RedCarpetUp is a YCombinator 2015 startup trying to disrupt lending and credit in India. We crunch alternative data sources and use them to build honest & sustainable credit for people in India. We like to think of ourselves as the next generation of credit & banking on the smartphone. Our core products include our apps and APIs. We spend a lot of effort into them. We lend where banks cannot see - we are India's first credit company that gives cards and loans to people who don't get it from anywhere else. We have close to half a million users on the RedCarpet app.
About the internship/job:
Selected intern's day-to-day responsibilities include: 1. Working on data normalization in core NumPy/pandas and Tensorflow 2. Working on regression testing using pytest 4. Working on regular metric computation and monitoring like KolmogorovâSmirnov test, AUC, ROC, etc. 5. Working on result visualization in bokeh
Who can apply:
Only those students or freshers can apply who:
are available for full time (in-office) internship
have relevant skills and interests
can start the internship between 24th Aug'19 and 28th Sep'19
are available for duration of 6 months
have already graduated or are currently in any year of study
Females willing to start/restart their career may also apply
Other requirements:
Knowledge of Advanced SQL for fetching terabytes of data
Number of internships/jobs available: 2
Categories: Machine Learning,Data Science"
Name,Location,Company,Description
Python/Django Developer,"Safdarjung Enclave, Delhi, Delhi",Timble Technologies Pvt. Ltd.,"Job SummaryJob Description: We are looking for a Multi-skilled programmer to join our product engineering team responsible for developing core solutions within the Indigene product portfolio.You should be able to switch between programming languages if needed primarily Python, Node JS, etc.Should have hands-on with databases such as MySQL, MongoDB and having knowledge of front-end technologies such as Angular, Knockouts and client-side JavaScript is added advantage.Should have a working knowledge of any of web scripting languages such as JSP, PHP, and ASP, etc.Should have a working knowledge of any web servers such as Nginx, Apache, Tomcat, IIS, etc.Should have a working knowledge of Docker, Virtual Machines, AWS EC2, Git, SVNResponsibilities and DutiesResponsibilities and DutiesKey skills: Expert in Python, with knowledge of at least one Python web frameworkExpert in Python, with knowledge of at least one Python web framework {{such as Django, Flask}Familiarity with some ORM (Object Relational Mapper) librariesAble to integrate multiple data sources and databases into one systemUnderstanding of the threading limitations of Python, and multi-process architectureGood understanding of server-side templating languagesUnderstanding of accessibility and security complianceKnowledge of user authentication and authorization between multiple systems, servers, and environmentsUnderstanding of fundamental design principles behind a scalable applicationFamiliarity with event-driven programming in PythonUnderstanding of the differences between multiple delivery platforms, such as mobile vs desktop, and optimizing output to match the specific platformAble to create database schemas that represent and support business processesStrong unit test and debugging skillsProficient understanding of code versioning tools {{such as Git, Mercurial or SVN}}Required Experience, Skills and QualificationsRequired Experience, Skills and QualificationsDesired SkillsStrong experience working databases specially MySQL and SQL.Good hands-on experience in Python.Understanding of design principles for secure and scalable applications.Good understanding of Python Web frameworks such as Django, Flask, etcProficient in code versioning tools such as Git and SVN.BenefitsBenefitsOn-time SalariesFriendly and Learning EnvironmentNo Dress CodeExp- 2 yearsJob Type: Full-timeSalary: ₹15,000.00 to ₹40,000.00 /monthExperience:work: 2 years (Preferred)total work: 2 years (Preferred)Python: 2 years (Preferred)Education:Bachelor's (Preferred)Industry:Software Development"
Name,Location,Company,Description
Artificial Intelligence Engineer (AI Engineer),"Safdarjung Enclave, Delhi, Delhi",Timble Technologies Pvt. Ltd.,"Job SummaryDo you want to shape the digitalization in the world of finance? Then join our Chapter Artificial Intelligence and Automation at Siemens Financial Services. Using Big Data and Artificial Intelligence we develop visions and solutions for the future of tomorrow. For these developments we need creative pioneers to kick-off innovative projects and identify first of its kind solutions.Responsibilities and DutiesIn your new role you will be part of an interdisciplinary team and support the development and operation of innovative Data Services based on Machine Learning and Artificial IntelligenceYou support the Automation and Orchestration of workflows across various cloud servicesYou enjoy working in agile DevOps environments to support our partners across various platformsYou develop toolsets, work instructions and processes in the area of Artificial Intelligence and AutomationYou keep your self up-to-date on cutting-edge technologies (i.e. by participating in expert conferences) and actively share knowledge and best-practices with the teamRequired Experience, Skills and QualificationsBachelors Degree in related field, advanced degree preferred2-3 years of Professional experience, preferably in Financial Services (either on IT or business side)Proficient in at least one of the following programming languages: Python, R, Java, JavaScript, C/C++Basic knowledge or practical experience with OS-level virtualization (e.g. Docker) and container orchestration (e.g. Kubernetes)BenefitsYou will be working in a multi-cultural environment.Competitive SalaryFriendly environmentNo Dress code6 days workingJob Types: Full-time, Walk-In.About Timble Technologies Pvt Ltd.Timble technologies Pvt Ltd is a IT firm founded by two IIT Delhi alumni.Researching and prototyping since September 2013.Team of 50+ IT Professional.Our Company provide Services to Paper Less Attendance System, Cyber Security and App Development.Timble Technologies Pvt Ltd.011- 41704731Job Type: Full-timeSalary: ₹30,000.00 to ₹40,000.00 /monthExperience:work: 1 year (Preferred)total work: 1 year (Preferred)Education:Higher Secondary(12th Pass) (Preferred)Industry:Software Development"
Name,Location,Company,Description
IT Business Development Consultant,"Delhi, Delhi",Knowru Limited,"Job SummaryKnowru LimitedAre you looking for an opportunity to work internationally and cross-functionally for a growing IT start-up company? Apply for Knowru’s VP of Business Development role - the company sells software products that are enhanced by AI and Machine Learning to institutional clients. It is a perfect opportunity for you if:You are interested in the AI and Machine Learning spaceYou want to work for a start-up but at the same time wish the company is stable (we are well funded by a Hong Kong PE company owned by one of the top 30 richest in the world)You want to work in a flat structure organization without hierarchyYou want to and are good at selling software products to businesses.Responsibilities and DutiesResponsibilitiesDevelop business opportunities to sell the company’s IT software products by finding potential clients or channels through which Knowru Limited can maximize its salesUtilize and manage sales teams and/or outsourced sales representatives in other countries to maximize the company’s covered regions and industries in a short period of timeSet and improve sales representatives Standards of Procedures (SOP) based on data and strategies to meet the company’s sales goalsTrain sales representatives on new and updated SOPsConduct marketing campaigns in appropriate channels, measure effectiveness of the campaigns and improve the effectivenessThis position is temporary lasting 3 to 6 months. This position requires 40 hours of work a week.Required Experience and QualificationsRequirementsCitizen of { the country } with no limitation to work in { the country } and travel internationallyWill have to travel (domestically and internationally) if needed (20-40% of time)Bachelor’s degree or above in IT (computer science, engineering) or sales (communication, business, economics, marketing)Excellent communication skills in English3 years or more of work experiences in IT-related fields3 years or more of work experiences related to business development or sales specialtiesData-driven and critical thinking abilitiesSincere and professional work attitude and mannerBenefitsBenefitsCan work from home if the employee chooses to do soCompetitive basis salaryCompetitive bonus salary based on sales performancesJob Types: Full-time, ContractSalary: ₹70,000.00 to ₹150,000.00 /monthExperience:IT: 2 years (Preferred)BD or Sales: 2 years (Required)Education:Diploma (Preferred)Location:Delhi, Delhi (Required)Industry:Software Development"
Name,Location,Company,Description
Python/Django Developer,"Safdarjung Enclave, Delhi, Delhi",Timble Technologies Pvt. Ltd.,"Job SummaryJob Description: We are looking for a Multi-skilled programmer to join our product engineering team responsible for developing core solutions within the Indigene product portfolio.You should be able to switch between programming languages if needed primarily Python, Node JS, etc.Should have hands-on with databases such as MySQL, MongoDB and having knowledge of front-end technologies such as Angular, Knockouts and client-side JavaScript is added advantage.Should have a working knowledge of any of web scripting languages such as JSP, PHP, and ASP, etc.Should have a working knowledge of any web servers such as Nginx, Apache, Tomcat, IIS, etc.Should have a working knowledge of Docker, Virtual Machines, AWS EC2, Git, SVNResponsibilities and DutiesResponsibilities and DutiesKey skills: Expert in Python, with knowledge of at least one Python web frameworkExpert in Python, with knowledge of at least one Python web framework {{such as Django, Flask}Familiarity with some ORM (Object Relational Mapper) librariesAble to integrate multiple data sources and databases into one systemUnderstanding of the threading limitations of Python, and multi-process architectureGood understanding of server-side templating languagesUnderstanding of accessibility and security complianceKnowledge of user authentication and authorization between multiple systems, servers, and environmentsUnderstanding of fundamental design principles behind a scalable applicationFamiliarity with event-driven programming in PythonUnderstanding of the differences between multiple delivery platforms, such as mobile vs desktop, and optimizing output to match the specific platformAble to create database schemas that represent and support business processesStrong unit test and debugging skillsProficient understanding of code versioning tools {{such as Git, Mercurial or SVN}}Required Experience, Skills and QualificationsRequired Experience, Skills and QualificationsDesired SkillsStrong experience working databases specially MySQL and SQL.Good hands-on experience in Python.Understanding of design principles for secure and scalable applications.Good understanding of Python Web frameworks such as Django, Flask, etcProficient in code versioning tools such as Git and SVN.BenefitsBenefitsOn-time SalariesFriendly and Learning EnvironmentNo Dress CodeExp- 2 yearsJob Type: Full-timeSalary: ₹15,000.00 to ₹40,000.00 /monthExperience:work: 2 years (Preferred)total work: 2 years (Preferred)Python: 2 years (Preferred)Education:Bachelor's (Preferred)Industry:Software Development"
Name,Location,Company,Description
Senior Python Developer,"Safdarjung Enclave, Delhi, Delhi",Timble Technologies Pvt. Ltd.,"Job SummaryWe are looking for a Multi skilled programmer to join our product engineering team responsible for developing core solutions within the Indigene product portfolio.You should be able to switch between programming languages if needed primarily Python, Node JS etc.Should have hands on with databases such as MySQL, MongoDB and having knowledge of front-end technologies such as Angular, Knockouts and client-side JavaScript is added advantage.Should have working knowledge of any of web scripting languages such as JSP, PHP, and ASP etc.Should have working knowledge any web servers such as Nginx, Apache, Tomcat, IIS etc.Should have working knowledge of Docker, Virtual Machines, AWS EC2, Git, SVNResponsibilities and DutiesKey skills: Expert in Python, with knowledge of at least one Python web frameworkFamiliarity with some ORM (Object Relational Mapper) librariesAble to integrate multiple data sources and databases into one systemUnderstanding of the threading limitations of Python, and multi-process architectureGood understanding of server-side templating languagesUnderstanding of accessibility and security complianceKnowledge of user authentication and authorization between multiple systems, servers, and environmentsUnderstanding of fundamental design principles behind a scalable applicationFamiliarity with event-driven programming in PythonUnderstanding of the differences between multiple delivery platforms, such as mobile vs desktop, and optimizing output to match the specific platformAble to create database schemas that represent and support business processesStrong unit test and debugging skillsProficient understanding of code versioning tools {{such as Git, Mercurial or SVN}}Required Experience, Skills and QualificationsStrong experience working databases specially MySQL and SQL.Good hands on experience in Python.Understanding of design principles for secure and scalable applications.Good understanding of Python Web frameworks such as Django, Flask etcProficient in code versioning tools such as Git and SVN.BenefitsOn time SalariesFriendly and Learning EnvironmentNo Dress CodeJob Type: Full-timeSalary: ₹30,000.00 to ₹45,000.00 /monthExperience:work: 1 year (Preferred)total work: 1 year (Preferred)Python: 1 year (Preferred)Education:Bachelor's (Preferred)"
Name,Location,Company,Description
Product Manager- Data Science,"Delhi, Delhi",Squad,"We're looking for entrepreneurial people with the right mix of hunger, experience, and cultural fit to help us realize our vision of ‘re-imagining how work gets done'.
About Squad
Humans + AI = Future of Work
SquadVoice (http://squadvoice.co/?no_redirect): Traditional relationship-driven high-ticket consumer sales (like real estate) has zero intelligence and lacks sales acceleration tech. As a result, conversions are poor. We fix exactly that and enable teams to close 2-4x more deals on the same spend.
SquadVoice bridges the gap between marketing and sales by driving more qualified leads to sales-reps, increases ‘active pipeline', making reps more productive and accountable, thereby driving a 2-4x increase in deals. We're improving our funnel with every transaction that's going through the system as we're sitting on top of CRM data which no one's using.
After scaling this product in India, we launched SquadVoice in the US (https://www.squadvoice.co/?no_redirect), targeting the Real Estate industry, and are looking to scale this further. Here's the latest deck. (https://drive.google.com/file/d/1V-WesMyGc7Ekr8AdrA7Ma7JTqZpylOGT/view)
It's an exciting time at Squad. 6 months into our launch in the US Real Estate market, we are really blowing up (growing 50%+ MoM)! As we venture into our next phase of growth, we are looking for passionate individuals to be a part of our journey and co-build Squad with us.
Requirements
Atleast, 2 years experience building a data science product
Education: Graduate (BE/BTech) in a relevant domain
Strong understanding of Data Science. Ability to identify where ML/DS can be leveraged
Great understanding of model performance metrics. Knowing which metric matters for what use case
Open-minded with experimentation. Has good hold over experimental design.
Has an agile mindset. And yes, that doesn't mean putting in place a cookie cutter agile framework but it's more about staying true to the ethos of agile (https://agilemanifesto.org/)
Excellent at breaking down product milestones into multiple small iterations. Fail-fast approach.
Not shy of getting your hands dirty. Someone who understands that staying closer to the problem & forming a good domain context often involves doing some grunt work.
Good understanding of how data platforms work in production & knowledge of how data infrastructural components function
Ability to stay focused on outcomes over output. We operate in cross-functional teams (https://labs.spotify.com/2014/03/27/spotify-engineering-culture-part-1/) with OKRs (http://eleganthack.com/the-art-of-the-okr/). Excellent outcome based prioritization skills.
Traits & culture: Entrepreneurial & willing go the extra mile. Manager of one (https://signalvnoise.com/posts/1430-hire-managers-of-one). You can read more about our values and culture at: https://www.squadplatform.com/careers/.
Core responsibilities
Owning the roadmap (https://twitter.com/simplybastow/status/1168531672335343616) & strategy of the data science products you'll be responsible for
Responsible for defining the right outcomes/OKRs (http://eleganthack.com/the-art-of-the-okr/). Religiously tracking the outcomes to the granular level.
Prioritizing the experiments in close collaboration with product engineers & data scientists
Responsible for defining clear specs. And shaping our data platform while anticipating future needs
Working closely with engineering & to build infrastructure for productionizing our algorithms
Keeping all the relevant stakeholders aligned during decision making (SPADE (https://firstround.com/review/square-defangs-difficult-decisions-with-this-system-heres-how/))
Defining mutual contracts with interfacing product teams
Talking to customers & doing the legwork to gain domain expertise
Actively contribute towards growing the product culture at Squad
What's in it for you?
People who have joined us in the past have experienced tremendous growth. You will get to join our product team at a very early stage with significant potential for impact to our future growth. Check out our medium publication (https://medium.com/squad-engineering) for more. :)
Being part of a small team, you will also work directly with the founders and have good transparency into the business strategy, and get to see how a business is built. People who join Squad are extremely smart and you will end up forging lifelong bonds here. :)
Logistics
Compensation: ₹16-22 LPA + ESOPs
Location: Noida, NCR
Joining Date: Tomorrow ;)
Why should you consider us seriously?
We believe that longer term, people >> product & profits and prioritize culture over everything else. Check out http://bit.ly/culture-deck-squad. See Glassdoor reviews. (https://www.glassdoor.co.in/Reviews/Squad-Reviews-E1047049.htm)
We have an audacious vision of reimagining how work gets done! (https://twitter.com/shamiksharma/status/867671449871433729) We're one of the few applications of AI/ Machine Learning that actually has a massive market and business model to create a long term valuable business rather than a short-term acquisition play!
We have plans to grow 10x in the next 1.5 years.
We are a well-balanced team of experienced entrepreneurs and are backed by top investors across India and the Silicon Valley (Blume Ventures, Abstract Ventures, Emergent Ventures; Senior execs at Google, Square, Genpact & Flipkart; Co-founders of Infosys, Snapdeal, Slideshare, Zomato, etc)
Our platform empowers stay at home mothers and grey collared workers as a stable source of income across India and US. For us, this is truly impactful. Every day, we see success stories such as - how a single mother is sustaining herself (https://www.youtube.com/watch?v=EY4UzAuBpdg). Empowering our contractors to be financially independent (https://www.youtube.com/watch?v=F2ormM5UF08) is a strong part of our vision!
Other benefits
All meals are on the house :)
Unlimited vacation policy, which means you are not entitled to a specific number of leaves per year. You can take time off from work according to what suits you the best. Needless to say, the system works on trust and we expect you to make fair decisions based on the team's needs.
You can read more about our values and culture : https://www.squadplatform.com/careers/
This is just the beginning and we're here to change the world. :)"
Name,Location,Company,Description
Computer Vision Team Leader,"Kalkaji, Delhi, Delhi",Greentech Industries (INDIA) Pvt Ltd,"Responsibilities and DutiesGood programming skills in Python/C++.Experienced in open source computer vision libraryOpenCV for Video/Image Processing.Experience with object detection, recognition, tracking, classification and scene understanding.Hands-onexperience on machine learning/deep learning libraries tensorflow, keras, theano and sklearn.Hands-on experience on mysql, mangodb, oracle.Capable of preparing and installing solutions by designing system specifications and standards.Job Type: Full-time"
Name,Location,Company,Description
Product Manager- SaaS,"Delhi, Delhi",Squad,"We're looking for entrepreneurial people with the right mix of hunger, experience, and cultural fit to help us realize our vision of ‘re-imagining how work gets done'.
About Squad
Humans + AI = Future of Work
SquadVoice (http://squadvoice.co/?no_redirect): Traditional relationship-driven high-ticket consumer sales (like real estate) has zero intelligence and lacks sales acceleration tech. As a result, conversions are poor. We fix exactly that and enable teams to close 2-4x more deals in the same spend.
SquadVoice bridges the gap between marketing and sales by driving more qualified leads to sales-reps, increases ‘active pipeline', making reps more productive and accountable, thereby driving a 2-4x increase in deals. We're improving our funnel with every transaction that's going through the system as we're sitting on top of CRM data which no one's using.
After scaling this product in India, we launched SquadVoice in the US (https://www.squadvoice.co/?no_redirect), targeting the Real Estate industry, and are looking to scale this further. Here's the latest deck. (https://drive.google.com/file/d/1V-WesMyGc7Ekr8AdrA7Ma7JTqZpylOGT/view)
It's an exciting time at Squad. 6 months into our launch in the US Real Estate market, we are really blowing up (growing 50%+ MoM)! As we venture into our next phase of growth, we are looking for passionate individuals to be a part of our journey and co-build Squad with us.
Your Opportunity
You will own Saasify-ing the customer life cycle (Onboarding, Go-Live, Day to Day Operations, Churn) from building a roadmap (https://twitter.com/simplybastow/status/1168531672335343616) to end execution and adoption.
What you'll be doing
You will work closely with the Customer Success, Business and Operations team to understand the process, challenges and customer needs. You will then work with the UX, Data and Engineering team to A/B test and launch products and ensure their iteration & adoption.
You will translate the roadmap into detailed requirements and prototypes. You will project manage the backlog and the end delivery. You will always keep an eye on the quality of solutions being delivered.
You will brutally prioritize problem statements where the focus is on the reach, impact, and time-to-ship of a solution. You need to be passionate about understanding customer's problems and dispassionate about what the best solution looks like.
You will define OKRs (http://eleganthack.com/the-art-of-the-okr/), and measure the success of all the releases
Keeping all the relevant stakeholders aligned during decision making (SPADE (https://firstround.com/review/square-defangs-difficult-decisions-with-this-system-heres-how/))
What you should have
Prior product shipping experience (Preferably 2+ years of relevant experience). Experience in shipping high-quality B2B SaaS internet products at scale.
Data-informed, Customer-centric and having a sense of UX & Design
Empathize with each and every aspect of the customer experience, putting customers' needs first.
Ability to clearly communicate and listen intently.
Wise, curious and independent learning machine.
You must be a self-starter who truly enjoys working in a fast-paced startup environment
We are building a US focussed product. So there will be days when you'll have to work across timezones in order to be able to interface with customers or the US team.
Traits & culture: Entrepreneurial & willing go the extra mile. Manager of one (https://signalvnoise.com/posts/1430-hire-managers-of-one). You can read more about our values and culture at: https://www.squadplatform.com/careers/
Logistics
Compensation: ₹16-22 LPA + ESOPs
Location: Noida, India
Timings: Flexible Work Hours
Why should you consider us seriously?
We believe that longer-term, people >> product & profits and prioritize culture over everything else. Check out http://bit.ly/culture-deck-squad. See Glassdoor reviews. (https://www.glassdoor.co.in/Reviews/Squad-Reviews-E1047049.htm)
We have an audacious vision of reimagining how work gets done! (https://twitter.com/shamiksharma/status/867671449871433729) We're one of the few applications of AI/ Machine Learning that actually has a massive market and business model to create a long term valuable business rather than a short-term acquisition play!
We have plans to grow 10x in the next 1.5 years.
We are a well-balanced team of experienced entrepreneurs and are backed by top investors across India and the Silicon Valley (Blume Ventures, Abstract Ventures, Emergent Ventures; Senior execs at Google, Square, Genpact & Flipkart; Co-founders of Infosys, Snapdeal, Slideshare, Zomato, etc)
Our platform empowers stay at home mothers and grey collared workers as a stable source of income across India and US. For us, this is truly impactful. Every day, we see success stories such as - how a single mother is sustaining herself (https://www.youtube.com/watch?v=EY4UzAuBpdg). Empowering our contractors to be financially independent (https://www.youtube.com/watch?v=F2ormM5UF08) is a strong part of our vision!
Other benefits
All meals are on the house :)
Unlimited vacation policy, which means you are not entitled to a specific number of leaves per year. You can take time off from work according to what suits you the best. Needless to say, the system works on trust and we expect you to make fair decisions based on the team's needs.
You can read more about our values and culture : https://www.squadplatform.com/careers/
This is just the beginning and we're here to change the world. :)"
Name,Location,Company,Description
Data Entry Operator/Computer Operator,"Dwarka, Delhi, Delhi",Cvision.ai analytics pvt. ltd.,"Job Summary- The applicant would have to label images that he/she sees on a desktop. This would be used for training our machine learning/AI (https://www.cvision-ai.com/)- The applicant should know basics of operating a computer- Salary would be dependent on the number of images labelled per day (ranging from INR 10k-12k per month)- Location will be Dwarka Sec 19. Candidates should be maximum 30 min away from Dwarka- Job timings: 10 am to 5 pm, or 11 am to 6 pmResponsibilities and DutiesCovered under ""Job summary""Key SkillsBasic Computer SkillsRequired Experience and QualificationsNo experience requiredBenefitstraining on computersJob Types: Full-time, ContractSalary: ₹10,000.00 to ₹12,000.00 /monthEducation:Secondary(10th Pass) (Preferred)Industry:Software Development"
Name,Location,Company,Description
